,company_code,company_name,review
41,1,Intel,"""Good work environment""
 ['Great work culture and many opportunities w.r.t technical diversity']"
42,1,Intel,"""Grade 6 Engineer""
 ['Work life balance, Good salary and perks, Get chance to work with bright people.']"
43,1,Intel,"""Denial logic design engineer""
 ['Good work culture.Lots of learning.']"
44,1,Intel,"""Excellent Working Environment""
 ['Good balance between Job/Work and Life with good benefits and Co-workers were very friendly. It was good place to work']"
45,1,Intel,"""Great Place to work""
 ['Working culture is good,Work life Balance']"
46,1,Intel,"""GPTW""
 ['Challenging workWork life balanceFlexible in working time']"
47,1,Intel,"""Technical Lead""
 ['New technologies to work, highly technical environment, lot of things to learn and grow']"
48,1,Intel,"""Silicon characte rization engin eer""
 ['Good campus with all fascilities']"
49,1,Intel,"""System adminstartor""
 ['i working such a nice company i learn lot of things But i am searching permanent position .']"
50,2,Google,"""Software Eng""
 ['- Coworker talent- Perks- Interesting projects']"
51,2,Google,"""Great""
 ['Great work and great environment']"
52,2,Google,"""My experience working in google""
 ['The place is really nice, well maintained and very nimble for the workers. Salaries are also high']"
53,2,Google,"""Good place to work""
 ['They are the best.']"
54,2,Google,"""Senior Software Engineer.""
 ['Time flexibility and top level management']"
55,2,Google,"""Great Company""
 ['Very good company to wait at.']"
56,2,Google,"""great company""
 ['super team ,heavy growth,great perks']"
57,2,Google,"""Operations Lead""
 ['great work culture, focus on innovation, work life balance']"
58,2,Google,"""Looking for a growth""
 ['Best work atmosphere, Best Employed, Best facility, Best service that they would give']"
59,2,Google,"""Manager""
 ['Good better I liked it']"
60,2,Google,"""Process associate""
 ['Google client... Free cab... Free food... Easy work... For friends']"
61,2,Google,"""Software Engineer""
 ['Awesome place to work and learn']"
62,2,Google,"""engineer""
 ['chill smart people cutting edge']"
63,2,Google,"""Reviewer""
 ['Good work life balance']"
64,2,Google,"""seo""
 ['good expnice salarygood behaviour']"
65,2,Google,"""quality assurance specialist""
 ['positive atmosphere, employee friendly, helpful management']"
66,2,Google,"""Excellent working at google Bangalore""
 ['Best perks given in Bangalore']"
67,2,Google,"""It’s nice""
 ['Food ,ping pong , all the smart people']"
68,2,Google,"""Vp""
 ['Very good company to learn.']"
69,2,Google,"""Best Company to work""
 ['various incentives, free stuffs, great technology']"
70,2,Google,"""Manager""
 ['Cool and happy to be here']"
71,2,Google,"""Analysis""
 ['Best company To learn']"
72,2,Google,"""Good to work""
 ['Good benefits and great people.']"
73,2,Google,"""Software Engineer Intern at Google""
 ['Amazing learning environment, good food.']"
74,2,Google,"""Great working""
 ['Good FoodWork Life BalanceGreat People']"
75,2,Google,"""Engineering in Google""
 ['Good peers to learn from']"
76,2,Google,"""Google is frgrance of knowledge it is bag of knowledge we are stroring in our little palms.""
 [""Google is organisation who respects all humans they are not judge everyone's problem or fault. They are focusing on only knowledge.""]"
77,2,Google,"""j2ee""
 ['the best company in the word']"
78,2,Google,"""Star""
 ['Great expousure.Work with Brilliant people.Can GrowFree foodStress Free']"
79,2,Google,"""Student""
 ['Good education practicalGood ethical valuesPractical knowledgeGood motivationalInstitute']"
80,2,Google,"""Student""
 ['Good education practicalGood ethical valuesPractical knowledgeGood motivationalInstitute']"
81,2,Google,"""Sales Manager""
 ['The potential of what Google/ Alphabet is huge. The breadth of services, the diversity in technology capabilities is amazing. The heart of the company is in the right place.']"
82,2,Google,"""Good""
 ['Salary on time and Good emvironment']"
83,2,Google,"""Best IT Company In Noida""
 ['Excellent infrastructure, marvelous work atmosphere and supportive management are the major pillars that glued me for years to stay in the organization. Shadow infosystem pvt ltd is genuinely a great company that has provided exceptional opportunities to many struggling professionals like me. I entered as a beginner and left the place with a bag full of industry knowledge. I must say that working with Shadow is one of the incredible experiences of my life!']"
84,2,Google,"""Good""
 ['They are kind and give much salary']"
85,2,Google,"""Excellent work culture.""
 ['Great working culture. Collaborative peers and good learning opportunities']"
86,2,Google,"""I have three years experience in mobile accessories""
 ['I like this job and earned so much money']"
87,2,Google,"""Software engineer""
 ['The environment was good and fresh']"
88,2,Google,"""Very good""
 ['Everything you need in a company']"
89,2,Google,"""Youtube management""
 ['easy work ,free lunch and dinner']"
90,2,Google,"""Very good company to work with""
 ['New technology can be learnt from others']"
91,2,Google,"""Great Company""
 ['Great quality work, challenging work environment']"
92,2,Google,"""Good place to work""
 ['Perfect place to improve profile']"
93,2,Google,"""It engineer""
 ['Very good company and good environment']"
94,2,Google,"""Senior Developer""
 ['Nothing much to say about it.']"
95,2,Google,"""Tester""
 ['It management is ok.Working culture is good']"
96,2,Google,"""good company to work for""
 ['good management.good people.good projects.good food.great offices']"
97,2,Google,"""assistant manager at ivenus apple""
 ['helping management , good environment']"
98,2,Google,"""Software Development Engineer""
 ['Good benefits compared with other local companeis']"
99,2,Google,"""Good""
 ['Very very good work environment']"
100,3,Microsoft,"""I love it""
 ['I love to help pleople and solving problem']"
101,3,Microsoft,"""Premier Field Engineer""
 ['Work cultureCompensation and benefitsCare for the Employee and customer']"
102,3,Microsoft,"""Great workplace !""
 ['1. Lot to learn if one takes initiative.2. Smart folks around to work with.3. Great facilities, environment.']"
103,3,Microsoft,"""Perfect place to work at""
 ['Fantastic leadership, good work-life balance']"
104,3,Microsoft,"""Software Engineer at Microsoft""
 ['Work life balance, fun office culture, good pay']"
105,3,Microsoft,"""Microsoft: A place to live your dreams""
 ['Work life balance, work from home, Beautiful Campus, Free Shuttle']"
106,3,Microsoft,"""Escalation engineer""
 ['Great place to grow and learn']"
107,3,Microsoft,"""Fantastic company to work in""
 ['Work life balanceGood payOpen officeGood work cultureA lot of facilities']"
108,3,Microsoft,"""Best Place to work""
 ['Work culture, Flexibility, Learning, Compensation,']"
109,3,Microsoft,"""Average Company""
 ['Perks, Good work (but in few teams only), work life balance (would vary in different teams though)']"
110,3,Microsoft,"""Principal software engineer""
 ['Amazing company WFH salary medical benefits']"
111,3,Microsoft,"""Great company but efficiency issues""
 ['Love everything. Job, culture, opportunities and wlb']"
112,3,Microsoft,"""SE""
 ['Nice culture and perks are really good.']"
113,3,Microsoft,"""Worked for 4 years as Associate Consultant""
 ['Facilities, Transparency, Perks, Work environment, Growth opportunities']"
114,3,Microsoft,"""review""
 ['work life balance.challenging work.salary decent']"
115,3,Microsoft,"""Life at Microsoft IDC""
 ['Good Work Life Balance, good for Married people.']"
116,3,Microsoft,"""Awesom""
 ['Good Work Life BalanceHumble peers']"
117,3,Microsoft,"""Simply Amazing""
 ['Can, Food , work culture, employee satisfaction']"
118,3,Microsoft,"""Software engineer""
 ['Best work culture and one of the best technologies']"
119,3,Microsoft,"""Amazing place to work""
 ['Good culture, Helpful colleagues, Brand Value']"
120,3,Microsoft,"""Software Engineer""
 ['Excellent Pay; Great environment to work']"
121,3,Microsoft,"""High values and well cultured""
 ['High values and well cultured']"
122,3,Microsoft,"""Software Engineer""
 ['Good Company to work and learn']"
123,3,Microsoft,"""PM II""
 ['Great place to work in IT']"
124,3,Microsoft,"""Support Engineer for 2 years""
 ['Lot of flexibilityPositive work environmentGood work life balanceLot of learning opportunitiesFree cab and foodHealth benefits are really good']"
125,3,Microsoft,"""Marketing job""
 ['The best place to work with like-minded people']"
126,3,Microsoft,"""Good""
 ['Good atmosphere nice company to work']"
127,3,Microsoft,"""Supply Engineer""
 ['Good facilities, transport, health and Gym']"
128,3,Microsoft,"""Salary""
 ['Good salary as per the market']"
129,3,Microsoft,"""Review for Support Engineer at Microsoft Bengaluru""
 [""+ Good perks in Salary outside the base pay+ recognition systems that reward good performance+ opportunities for and exposure to cross-functional collaboration+ Good physical work environment that unifies all the Sales, Development and Support teams in Bengaluru+ constantly investing in Employee's growth by making available learning resources and investing in the training of industry skills+ Mentor-mentee relationship is highly encouraged for employee career growth+regardless of your degree or current role, you can aspire and works towards an entirely different role within the company, provided you prove your interest and your mettle""]"
130,3,Microsoft,"""About MS""
 ['Nice Campus, great resources, many talented folks and creative folks.']"
131,3,Microsoft,"""Designer""
 ['They generally have a balanced work-life ratio except for times when you will be required to put in a lot of extra effort']"
132,3,Microsoft,"""Manager can make or break your career at Microsoft""
 [""There is a lot of flexibility and most of the managers don't do micro managing. To that extent, it is good. The flexible work hours and there is no attendence in the company. Employees can walkin any time and leave any time.""]"
133,3,Microsoft,"""Microsoft Review""
 ['1. Good work-life balance2. Good Campus3. Friendly colleagues']"
134,3,Microsoft,"""Software Engineer""
 ['Good work culture and co-workers']"
135,3,Microsoft,"""Network engineer""
 ['Good technical exposure n good food']"
136,3,Microsoft,"""Senior Software Engineering Manager""
 ['Work Culture, Exposure to technology,']"
137,3,Microsoft,"""Business development Director""
 ['Creative freedom on challenging dealsGreat team workTeam collaboration is given importance']"
138,3,Microsoft,"""Great Company to work for""
 [""Work-life balance.Employee Benefits.Company's Values.""]"
139,3,Microsoft,"""Best company to work with""
 ['Proper work life balanceFlexible timingsGood learning opportunitiesGreat Benefits - Free healthcare, access to high end health club, purchase benefitWork with highly talented individuals']"
140,3,Microsoft,"""Director Solution""
 [""Cloud Vision & Senior Leader's business direction""]"
141,3,Microsoft,"""Good""
 ['Work culture is very good']"
142,3,Microsoft,"""best""
 ['understanding, helpful, professional and technical']"
143,3,Microsoft,"""Great experience""
 ['Great work life balance in the firm']"
144,3,Microsoft,"""Great experience""
 ['Great work culture.. good remuneration']"
145,3,Microsoft,"""good company to work for""
 ['good work life balance and campus']"
146,3,Microsoft,"""-""
 ['v good exp. there to work']"
147,3,Microsoft,"""Awesome place to work""
 ['Great technical community, amazing mentors']"
148,3,Microsoft,"""Work""
 ['Nice to work here as UI Developer']"
149,3,Microsoft,"""Nice place for freshers, good pay""
 ['Good pay scaleHelpful seniorsMy opinions get value']"
150,4,American Express,"""Best place to work with""
 ['Brand ValueGrowth opportunitiesPay masterEmployee Cenrtic']"
151,4,American Express,"""Great place to work!!!""
 ['Free cabs. ..Wonderful location (dlf cyber hub)Great payLucrative incentives']"
152,4,American Express,"""Senior Manager""
 ['Strong leadership team focused on employees growth']"
153,4,American Express,"""Good company""
 ['Everything is great about amex.']"
154,4,American Express,"""Good place to work""
 ['Employee is given importance']"
155,4,American Express,"""Process Manager""
 ['Motivating, competitive, leadership, carrier opportunities, good leadership']"
156,4,American Express,"""The Most Professional Company Ever""
 ['You will grow professionally here. A culture where collaborative work is encouraged. Work Life Balance is achievable here. Very pro Employee culture. you can trust the system here']"
157,4,American Express,"""Great company to work for""
 ['People are easily approachable, Willing to innovate, quite systematic']"
158,4,American Express,"""Nice place to work""
 ['Incentives, management is good, parking']"
159,4,American Express,"""Good Company. People-Centric""
 ['Good Company. People-Centric, Work life balance']"
160,4,American Express,"""Best place to work for""
 ['Employee centric, good package, good leaders']"
161,4,American Express,"""Amex Review""
 ['Excellent work environment. Frequent team activities']"
162,4,American Express,"""Amex is one of the best out there""
 ['Great Work atmosphere, fantastic & comprehensive training.']"
163,4,American Express,"""Great""
 ['Good organization to work with respects employees and good benefits']"
164,4,American Express,"""Good Place for Corporate Exposure""
 ['Fixed Working DaysCabs ProvidedBonus and Salaries Paid on time']"
165,4,American Express,"""Very good Organization""
 ['User Friendly and good work life balance']"
166,4,American Express,"""Manager-Corporate""
 ['Best company to work for.']"
167,4,American Express,"""Business analyst""
 ['Banking sector, Good Socio-cultural environment.']"
168,4,American Express,"""Good experience""
 ['Great brand and good incentives']"
169,4,American Express,"""MANAGER COMPLIANCE""
 ['Work CultureLearning']"
170,4,American Express,"""Customer services analyst""
 ['Good working environment and culture']"
171,4,American Express,"""Business Analyst""
 ['Work life balance is pretty good with management quite considerate towards it.']"
172,4,American Express,"""Worked for 4.5 years in sales team""
 ['Best brand to have on your CV ,']"
173,4,American Express,"""Experience""
 ['Friendly and warm welcoming.']"
174,4,American Express,"""Satisfied""
 ['Blue box values are great']"
175,4,American Express,"""Senior process manager""
 ['Everything is good and aligned properly']"
176,4,American Express,"""Review""
 ['Work Life balance is good.']"
177,4,American Express,"""A good company to work for""
 ['Really Good work life balance']"
178,4,American Express,"""Great place to work""
 ['Conducive environment to work for']"
179,4,American Express,"""Analyst""
 ['Work Life Balance at the company']"
180,4,American Express,"""Business Analyst""
 ['Good work culture with many benefits']"
181,4,American Express,"""Analytics""
 ['Great place to work for']"
182,4,American Express,"""Good place good money""
 ['Salary, incentive, less hours of work, personal time, cab,']"
183,4,American Express,"""Worst Management""
 ['Only Incentives is good part.']"
184,4,American Express,"""Great place to Work""
 ['Flexible work hours and Innovation']"
185,4,American Express,"""Travel Desk Developer""
 ['Excellent company to work forbest employer in Indiasalary on timeexcellent transport service']"
186,4,American Express,"""Analyst""
 ['Flexible work environment and good options for fresher']"
187,4,American Express,"""My time at American Express""
 ['Awesome work cultureGreat for people looking at work life balanceSalary higher than industry average']"
188,4,American Express,"""Amex India""
 ['Good Work Life BalanceGood leave options']"
189,4,American Express,"""High balance past due collections""
 ['If are in the industry to earn money Amex is the right option especially collections .']"
190,4,American Express,"""Sr. Executive Assistant""
 ['Amazing work cultureVery professional environmentGreat PerksExperienced Sr LeadershipProvides Cabs 24/7']"
191,4,American Express,"""Good place to work""
 ['Work life balance, freedom of thought, employee appreciation']"
192,4,American Express,"""Truly a Great Place to Work""
 ['Excellent work environment & colleagues and a great leadership team']"
193,4,American Express,"""Overall""
 ['Work environment is very intuitive']"
194,4,American Express,"""employees can earn lot money""
 ['very nice growth for an employee']"
195,4,American Express,"""I love the amex way""
 ['Every function is so well defined.Lots of opportunities to work.Great work culture.Work life balance is awesome. You name technology you have it.']"
196,4,American Express,"""Work culture""
 ['Best work environment.Great attitude towards employees.Overall satisfaction']"
197,4,American Express,"""Best place to work""
 ['Work Life Balance, culture, great leaders, career , Environment']"
198,4,American Express,"""Assistant Manager""
 ['Good culture, work life balance']"
199,4,American Express,"""Perfect company only for Learners""
 ['Best working Culture | again - only for Learners.']"
200,5,Cisco,"""Senior Manager""
 ['Good Company and Culture to work with']"
201,5,Cisco,"""good place""
 ['fun, interactive and worthy, good experience']"
202,5,Cisco,"""Manager Engineering""
 ['Work-life balance, Pay, Work atmosphere']"
203,5,Cisco,"""Consulting Engineer, Consulting Services, Cisco Systems""
 ['High-Profile customers, Vibrant team, Flexible timings']"
204,5,Cisco,"""Great place, identity crisis""
 ['Cisco is a great place when you are required.']"
205,5,Cisco,"""Software Engineer""
 ['One of the best workplace to work with, perfect work and personal life balance']"
206,5,Cisco,"""Software Engineer-IV""
 ['Company culture everything is good.']"
207,5,Cisco,"""working for cisco for last 6 yrs""
 ['1. work life balance - flexible timing2. market leader in networking3. add-on wold class campus']"
208,5,Cisco,"""Program Manager""
 ['Work-life balance, less work pressure']"
209,5,Cisco,"""good company old [practices""
 ['lot of internal groups where you can move around to keep things fresh']"
210,5,Cisco,"""Review""
 ['Flexibility is given to employee']"
211,5,Cisco,"""Software Development Engineer IV""
 ['Good place and culture to work.Work life balance is good.']"
212,5,Cisco,"""cisco india""
 ['Flexibility, campus, different options internally to explore']"
213,5,Cisco,"""Good place to learn and leave""
 ['1. Flexibility is given to employee to work and complete projects in time.2. market leader in networking with great innovation and technologies to learn and work.3. High-Profile customers but you need to be technically solid to handle one.4. add-on wold class campus']"
214,5,Cisco,"""Best Company I am working with""
 ['- Cisco takes of the employee very nicely- Work life Balance- Smart & Talented Engg and Management- Works on high end technology- Good learning- Good facilities for employees- Good bonus and salary']"
215,5,Cisco,"""Software engineer grade 8""
 ['Great work life balanceGreat work atmosphere and facilities at workOpportunities for furthering technical skills with trainings and talksOpportunities to work on things that interest you technically outside of your everyday workYou actually find a healthy number of older developers herePay when you join is pretty competitive']"
216,5,Cisco,"""Overall a good work environment.""
 ['Great work environment.Flexibility to change teams and projects.Decent compensation']"
217,5,Cisco,"""Excellent for Women""
 ['Open and Flexible culture. Awesome Environment and Campus']"
218,5,Cisco,"""Good experience""
 ['Great work environment, good culture.']"
219,5,Cisco,"""Amazing team""
 ['The team was very supportive especially my manager. the company culture is the best']"
220,5,Cisco,"""Good to workout expenses""
 ['1. Flexible Timing2. Apart from close to release date, regular days are not hectic']"
221,5,Cisco,"""Best work culture""
 ['Work life balance is excellent']"
222,5,Cisco,"""SDE -III""
 ['Good work culture, flexible work hours']"
223,5,Cisco,"""Good company""
 ['Best facilities for employeesgood ESPP plan']"
224,5,Cisco,"""Good company to work""
 ['Good work-life balanceGood environment to work.Good facilities.']"
225,5,Cisco,"""Great place to work""
 ['Freedom to get the work you want, work life balance, good performance based compensation structure']"
226,5,Cisco,"""Good Tech company to Work for""
 ['Culture,Work Life Balance,Learning Opportunities,Facilities,Benefits,Pay for Performance']"
227,5,Cisco,"""Manager""
 ['Flexibility, Healthcare benefits, great transport']"
228,5,Cisco,"""Good for people who love networking domain""
 ['One of the best in networking industry. Good employee benefits and great work life balance. Initial learning curve is a bit high because of all the history of this networking domain.']"
229,5,Cisco,"""TAC""
 ['good place to work and learn']"
230,5,Cisco,"""Business manager""
 ['Good benefits and work culture']"
231,5,Cisco,"""One of the best companies to work for""
 ['Friendly management, good work life balance and good compensation']"
232,5,Cisco,"""Best company to work for""
 ['Good working environment, friendly environment,convenient timings']"
233,5,Cisco,"""Engineering Manager""
 ['Great environment and culture and flexibility']"
234,5,Cisco,"""IT Manager""
 ['Work life balance, new technologies, good people management learning']"
235,5,Cisco,"""Good company with lot of perks""
 ['Good company with lot of perks and work life balance']"
236,5,Cisco,"""Team Lead""
 ['Work Life BalanceGood cultureOpen communication']"
237,5,Cisco,"""Mixed bag""
 ['1. Work Life Balance2. Great campus in Bangalore3. Health checkup, Internet Bills, etc']"
238,5,Cisco,"""Excellent company to settle down""
 ['Flexible working hour, mandatory year end shutdown, good cafeteria, nice facilities in campus, good salary and bonus. Opportunity to learn Cisco technologies.']"
239,5,Cisco,"""Database Administrator Team Lead""
 ['Exposure to multiple technologies. Support from management.']"
240,5,Cisco,"""Must work for Cisco atleast once in lifetime for any network engineer.""
 ['Dream company for any network engineer. Amazing facilities, good campus, good work culture, Good work-life balance.']"
241,5,Cisco,"""Excellent company""
 ['Great work life balance and work culture']"
242,5,Cisco,"""Software Test Engineer""
 ['Good atmosphere, facilities are good, good transpotation']"
243,5,Cisco,"""director engineering""
 ['Good place to work, good technology']"
244,5,Cisco,"""Not a place if you want to stay for longer time""
 ['1.Flexibilty [no time in/out]2.WFH3.Work culture4.Cab facility5.Cafetarias are very good if you are foodie6.World class Gym7.Medical checkups for yearly free8.Doctor is available always and very good']"
245,5,Cisco,"""network consulting engineer""
 ['best company to work with, work life balance is good and you can get a good opportunity to learn.']"
246,5,Cisco,"""Full time employee..good work culture..""
 ['Good projects for newbies..good office and facilities']"
247,5,Cisco,"""Good place to work""
 ['Work life balanceGood cultureTransparent managementCab servicesFun environment to work']"
248,5,Cisco,"""Good place to work if salary is not a concern""
 ['Work culture is niceEnvironment is good.work is streamlined']"
249,5,Cisco,"""Software Engineer- IDT""
 ['Great campus, Good benefits, Flexible working hours and good work-life balance.']"
250,6,Apple,"""Not experience yet""
 ['It is a best company ever']"
251,6,Apple,"""Railway""
 ['Like to work as railway departments']"
252,6,Apple,"""IS&T""
 ['- Empowerment- Competitive salaries- Start up culture and flexibility']"
253,6,Apple,"""Disappointed! Had huge expectations from Apple""
 ['- Brand Name- Discount on devices- Health insurance includes dental and vision']"
254,6,Apple,"""Like to Apple""
 ['Software engineer is my life .']"
255,6,Apple,"""no""
 ['Thanks to unicorn for giving me a chance to show my skills..Has great benefits, development time, and some of the best employees to work with.']"
256,6,Apple,"""Online skill""
 ['Best product today in marketing']"
257,6,Apple,"""Great work culture""
 ['Best company to work withThey have a lot in store for the employees in terms of knowledge and benefits, the a management is really motivating']"
258,6,Apple,"""Great Place to work""
 ['Good Work-Life BalanceGood SalaryGood Working Environment']"
259,6,Apple,"""It was good working at that place but now need to lear something new and wanna grow""
 ['Every day was new channelling day and face a lot of new people, got to know their thinking and learn a lot from my colleagues and my manager. She was really helpful.']"
260,6,Apple,"""iOS Developer""
 ['I love iOS development .']"
261,6,Apple,"""trainer""
 ['intresting &my dreams on iam working in apple']"
262,6,Apple,"""good""
 ['it is good. place to working for freshers.they encourage the freshers nad help to learn the new technologies']"
263,6,Apple,"""Work""
 ['Time flexibility, Good working Place, tee on your place']"
264,6,Apple,"""""Working at Apple""""
 ['""Best leader\'s to work under,Best working environment,Best of class products,premium customers,good perks,incentives']"
265,6,Apple,"""Executive in Logistics/Retail/Supply Chain - Operations""
 ['Awesome logistics/admin/supply chain experience. Retail in all products of Apple brand']"
266,6,Apple,"""Sr. iPhone Solutions Consultant""
 ['People working at Apple are great providing excellent customer service. We have been trained by one of the most professional trainers that motivates us to do more at work.Few Pros: Enthusiasm, Passion, Innovation, Great People.']"
267,6,Apple,"""Apple Solutions consultant""
 ['flexibility, work culture is very good']"
268,6,Apple,"""One of the best companies I have ever worked""
 ['Good salary, positive work environment, employee oriented, good company policies, retention bonuses, extra pay on public holidays, provides iPhone Demos unit to entire crew']"
269,6,Apple,"""Apple""
 ['1. Work Environment2. Job benefits']"
270,6,Apple,"""Senior Oracle DBA Consultant""
 ['good salary and good mamnagement']"
271,6,Apple,"""Good Experience""
 ['Good in Service Level Sector.']"
272,6,Apple,"""Great!""
 ['Feels genuine! Also has a great satisfactory salary and work experience! And goes good with the reputation of the personal and professional outlook!']"
273,6,Apple,"""how to join apple ad-visor online support profile""
 ['best place for learn new things to improve technology']"
274,6,Apple,"""Apple is the best company""
 ['No any bad thing, have best management']"
275,6,Apple,"""It's just an awesome company! I just love to work here.""
 ['The only reason to work here in Apple is my passion and Money making.']"
276,6,Apple,"""amazing company""
 ['its a best it company']"
277,6,Apple,"""Good Experience.""
 ['It is a globally trusted brand and have a very high value of its name.']"
278,6,Apple,"""once on apple always on apple""
 ['the touch, the touch flow']"
279,6,Apple,"""mac creative application""
 ['this is very suitable for the apple mac']"
280,6,Apple,"""ver nice working there""
 ['good enviornment and great atmosphere']"
281,6,Apple,"""Great brand, great people and great Technology""
 ['wonderful work environment, new learnings every time,challenging and exiting role, great team and best product']"
282,6,Apple,"""A Company as Meticulous as Their Products!""
 [""Competitive Pay, Great Benefits, Amazing People, Great Work, Awesome Opportunities, Excellent Experiences, Great atmospheres in a beautiful store, no matter where you're working!""]"
283,6,Apple,"""At-Home-Advisor""
 [""The position is at home. The company is AMAZING. There are limitless advancement opportunities. You work with some very cool people and the leadership cares about your development. You may get coaching but you never get battered or belittled. The pay is decent and the benefits include, 401(k) match, stock purchase options, product discounts and discounts on services across many different areas, education assistance, child care assistance, paid vacation, sick time and other time off options, health club Reimbursment or bike cost set off. You get 1.5 time for OT and it's pretty much unlimited as long as you don't exceed 12 hours in a day or 59 total in a week.""]"
284,6,Apple,"""Great Place to work""
 ['Great team and opportunities to grow within the company.']"
285,6,Apple,"""a great nine years""
 ['Development. Responsive leadership. Dynamic environment.']"
286,6,Apple,"""Great entry retail position""
 ['Excellent people to work with and approachable leadership. Progressive views throughout the company and accepting of all people and abilities.']"
287,6,Apple,"""great company to work for""
 ['great team, work ethics, helpful, good workload, great work experience']"
288,6,Apple,"""Great job for college students""
 ['Amazing connections and support from program manager. Easy to see the difference you make on campus. Great alternative to working at apple store']"
289,6,Apple,"""Great job""
 ['At home, full health benifits, flexible schedules, career advancement opportunities']"
290,6,Apple,"""Great so far""
 ['Great pay, discounts, health benefits']"
291,6,Apple,"""Its a great company""
 ['they have a great customer service']"
292,6,Apple,"""Very high energy work environment""
 ['- Motivated coworkers- Mentorship- Shift goes by very quickly- Fast paced- Constantly learning']"
293,6,Apple,"""FRS""
 ['- fantastic working environment- great hours- great location (in a shopping centre)- increases your customer service skills']"
